Address (Store1),Address (Store1) - 분할 2,Catrgory Code (Store1),Local Code (Store1),Store Code (Store1),Store Name (Store1)
서울 구로구 경인로 662 현대백화점디큐브시티 별관 2층,구로구,태국음식,(지번) 신도림동 692,STORE_GR00203,이스트바이게이트 신도림점
서울 구로구 디지털로32나길 17-6 2층,구로구,양꼬치,(지번) 구로동 1124-56,STORE_GR00204,호우양꼬치 구로디지털점
서울 구로구 디지털로32나길 16 춘자빌딩 4층,구로구,"호프,요리주점",(지번) 구로동 1124-37,STORE_GR00205,옥상맥주
서울 구로구 디지털로32가길 25 1층,구로구,삼겹살,(지번) 구로동 1127-22,STORE_GR00206,돈구디
서울 구로구 경인로63길 21-10,구로구,"육류,고기",(지번) 신도림동 383-3,STORE_GR00207,석구네마포주먹고기
서울 구로구 시흥대로 577-11 B동 1층,구로구,중화요리,(지번) 구로동 1123-3,STORE_GR00208,황비홍마라탕 구로본점
서울 구로구 새말로18길 36 1층,구로구,갈비,(지번) 구로동 27-8,STORE_GR00209,무시칸 신도림역점
서울 구로구 개봉로20길 18,구로구,갈비,(지번) 개봉동 403-221,STORE_GR00210,향원갈비
"서울 구로구 경인로 199-2 2,3층",구로구,커피전문점,(지번) 오류동 39-6,STORE_GR00211,투썸플레이스 오류역점
서울 구로구 구로동 26,구로구,갈비,,STORE_GR00212,우리들숯불갈비정육식당
서울 구로구 고척로 127 2층,구로구,카페,(지번) 개봉동 126-7,STORE_GR00213,카페영
서울 구로구 오류로8길 107,구로구,치킨,(지번) 오류동 142-43,STORE_GR00214,우리옛날통닭
서울 구로구 디지털로31길 90 삼성래미안 상가동 1층,구로구,떡볶이,(지번) 구로동 256-1,STORE_GR00215,배떡 구디점
서울 구로구 공원로6나길 40 1층,구로구,"호프,요리주점",(지번) 구로동 41-5,STORE_GR00216,달빛한모금 신도림점
서울 구로구 디지털로32길 79 조영빌딩 1층,구로구,"육류,고기",(지번) 구로동 1124-72,STORE_GR00217,이차돌 구로디지털역점
서울 구로구 디지털로32나길 23 1층 2호,구로구,일식,(지번) 구로동 1124-83,STORE_GR00218,품격사시미
서울 구로구 경인로 662 지하2층,구로구,커피전문점,(지번) 신도림동 692,STORE_GR00219,스타벅스 현대디큐브B2점
서울 구로구 경인로 661 푸르지오 2층 246호,구로구,"호프,요리주점",(지번) 신도림동 337,STORE_GR00220,바오밥 신도림점
서울 구로구 디지털로26길 111 제이앤케이디지털타워 지하 1층 7호,구로구,퓨전요리,(지번) 구로동 222-3,STORE_GR00221,하오탕마라탕
서울 구로구 도림로 93,구로구,"곱창,막창",(지번) 구로동 148-10,STORE_GR00222,김가네곱창구이전문
서울 구로구 서해안로 2334 1층,구로구,"육류,고기",(지번) 오류동 135-74,STORE_GR00223,김사부 본점
서울 구로구 디지털로32길 30 코오롱디지탈빌란트 1층 108호,구로구,중화요리,(지번) 구로동 222-7,STORE_GR00224,도원
서울 구로구 경인로 193-25,구로구,"육류,고기",(지번) 오류동 12-5,STORE_GR00225,꿀돼지솥뚜껑삼겹살
서울 구로구 개봉로15길 13,구로구,장어,(지번) 개봉동 346-1,STORE_GR00226,개봉동장어
서울 구로구 디지털로32길 97-6 2층,구로구,중화요리,(지번) 구로동 1125-10,STORE_GR00227,홍콩반점0410 구로디지털단지역점
서울 구로구 가마산로 286 2층,구로구,베트남음식,(지번) 구로동 97-5,STORE_GR00228,컴포 구로구청점
서울 구로구 경인로19가길 14-1,구로구,"육류,고기",(지번) 오류동 38-7,STORE_GR00229,한라산도새기
서울 구로구 공원로6나길 49-2,구로구,닭요리,(지번) 구로동 28-10,STORE_GR00230,두메골닭갈비 신도림점
서울 구로구 중앙로 102 1층,구로구,장어,(지번) 고척동 186-11,STORE_GR00231,장어명가
서울 구로구 도림천로 380,구로구,"사철탕,영양탕",(지번) 구로동 154-13,STORE_GR00232,등나무집
서울 구로구 디지털로32나길 19,구로구,닭요리,(지번) 구로동 1124-84,STORE_GR00233,푸짐한닭한마리
서울 구로구 새말로 102 신도림포스빌 1층 147호,구로구,"호프,요리주점",(지번) 구로동 26,STORE_GR00234,아씨펍
서울 구로구 디지털로35길 37,구로구,갈비,(지번) 구로동 166-25,STORE_GR00235,명륜진사갈비 구로점
서울 구로구 디지털로 300 지밸리비즈플라자 지하1층 107호,구로구,중화요리,(지번) 구로동 188-25,STORE_GR00236,신승반점 구로지밸리몰점
서울 구로구 디지털로 285 에이스트윈타워1 103호,구로구,커피전문점,(지번) 구로동 212-1,STORE_GR00237,스타벅스 구로에이스점
서울 구로구 구로중앙로 152 NC신구로점 TWO관 7층,구로구,패밀리레스토랑,(지번) 구로동 573,STORE_GR00238,애슐리퀸즈 NC신구로점
서울 구로구 공원로 41 지하 1층,구로구,한정식,(지번) 구로동 108,STORE_GR00239,어울림
서울 구로구 경인로47길 95-1 정형빌딩 1층,구로구,갈비,(지번) 고척동 50-50,STORE_GR00240,백년갈비
서울 구로구 새말로18길 52,구로구,한정식,(지번) 구로동 41-9,STORE_GR00241,공간장어
서울 구로구 새말로16길 20 1~2층,구로구,"육류,고기",(지번) 구로동 31-5,STORE_GR00242,숙성의미껍데기 신도림점
서울 구로구 디지털로32나길 34 3층,구로구,실내포장마차,(지번) 구로동 1124-41,STORE_GR00243,콧수염포차
서울 구로구 공원로6나길 29-1 1층,구로구,"육류,고기",(지번) 구로동 30-30,STORE_GR00244,새로이 신도림점
서울 구로구 개봉로 27,구로구,갈비,(지번) 개봉동 403-83,STORE_GR00245,명륜진사갈비 서울개봉점
서울 구로구 공원로8길 25 지하1층,구로구,와인바,(지번) 구로동 40-11,STORE_GR00246,엉베흐
서울 구로구 경인로47길 31,구로구,닭요리,(지번) 고척동 76-88,STORE_GR00247,홍춘천치즈닭갈비 고척점
서울 구로구 디지털로27가길 3-3,구로구,국수,(지번) 구로동 252-87,STORE_GR00248,은행나무칼국수
서울 구로구 새말로 36,구로구,회,(지번) 구로동 570-9,STORE_GR00249,청해진수산
서울 구로구 새말로 18-29 지하 1층~3층,구로구,커피전문점,(지번) 구로동 570-116,STORE_GR00250,할리스 구로역점
서울 구로구 디지털로32나길 17-22,구로구,치킨,(지번) 구로동 1124-95,STORE_GR00251,노랑통닭 구로디지털역점
서울 구로구 디지털로33길 12 우림이비지센타2차 104호,구로구,"족발,보쌈",(지번) 구로동 184-1,STORE_GR00252,뽕족 구로디지털점
서울 구로구 디지털로32다길 15 1층 102호,구로구,"육류,고기",(지번) 구로동 1126-36,STORE_GR00253,김돈이
서울 구로구 서해안로 2330 1층,구로구,"초밥,롤",(지번) 오류동 135-28,STORE_GR00254,스시쿠야
서울 구로구 오류로 41-1,구로구,순대,(지번) 오류동 172-21,STORE_GR00255,병천순대
서울 구로구 구로중앙로 134 신구로자이나인스에비뉴 2층,구로구,샤브샤브,(지번) 구로동 501,STORE_GR00256,소담촌 구로역점
서울 구로구 새말로 97 1층,구로구,패스트푸드,(지번) 구로동 3-25,STORE_GR00257,맥도날드 신도림테크노점
서울 구로구 공원로6나길 43-1,구로구,"곱창,막창",(지번) 구로동 29-9,STORE_GR00258,마포집
서울 구로구 공원로 27,구로구,베트남음식,(지번) 구로동 107-9,STORE_GR00259,전티마이 베트남쌀국수 구로점
서울 구로구 부일로 969,구로구,카페,(지번) 궁동 189-69,STORE_GR00260,마라나타
서울 구로구 새말로18길 20-7,구로구,"곱창,막창",(지번) 구로동 27-2,STORE_GR00261,곱창역
서울 구로구 공원로6나길 12 2층,구로구,보드카페,(지번) 구로동 40-3,STORE_GR00262,알파고보드카페
서울 구로구 경인로 662 현대백화점 디큐브시티 6층,구로구,한정식,(지번) 신도림동 692,STORE_GR00263,경복궁 디큐브점
서울 구로구 공원로6나길 35-16,구로구,"육류,고기",(지번) 구로동 29,STORE_GR00264,화통집 신도림점
서울 구로구 공원로 40,구로구,"육류,고기",(지번) 구로동 46-6,STORE_GR00265,생고기제작소 구로점
서울 구로구 부일로 953 1층,구로구,"육류,고기",(지번) 궁동 204-11,STORE_GR00266,더바른숯불구이
서울 구로구 서해안로 2318 1층,구로구,"육류,고기",(지번) 오류동 135-68,STORE_GR00267,한라산도새기 오류점
서울 구로구 경인로 572 스타팰리스 1층 107호,구로구,카페,(지번) 구로동 603-9,STORE_GR00268,카페민트
서울 구로구 고척로 130 1층,구로구,감자탕,(지번) 개봉동 126-30,STORE_GR00269,명품청기와감자탕 개봉점
서울 구로구 새말로 32 1층,구로구,"족발,보쌈",(지번) 구로동 571-18,STORE_GR00270,한돈보쌈 본점
서울 구로구 디지털로32다길 23,구로구,"초밥,롤",(지번) 구로동 1126-37,STORE_GR00271,손준초밥
서울 구로구 고척동 72-1,구로구,설렁탕,,STORE_GR00272,신선설농탕 고척점
서울 구로구 디지털로32나길 26 2층,구로구,일본식주점,(지번) 구로동 1124-40,STORE_GR00273,경성주막1929 구로디지털단지역점
서울 구로구 새말로 102 신도림포스빌 별동 201호,구로구,카페,(지번) 구로동 26,STORE_GR00274,푸얼문7542
서울 구로구 경인로 19,구로구,두부전문점,(지번) 온수동 45-5,STORE_GR00275,맷돌손두부
서울 구로구 가마산로 242 희망재단 1층,구로구,카페,(지번) 구로동 83,STORE_GR00276,라크라센타
서울 구로구 디지털로26길 98 디지털프라자 2층 202호,구로구,일본식주점,(지번) 구로동 830-1,STORE_GR00277,스시하루
서울 구로구 남부순환로 1287,구로구,"육류,고기",(지번) 가리봉동 137-8,STORE_GR00278,종가대박집 가리봉점
서울 구로구 구로중앙로28길 16 1층,구로구,"족발,보쌈",(지번) 구로동 530-23,STORE_GR00279,족발마을김족장 서울본점
서울 구로구 고척로40길 33-4,구로구,설렁탕,(지번) 고척동 269-10,STORE_GR00280,가마솥원조설렁탕
서울 구로구 경인로59길 7 신도림6차대림아파트 상가 902동 111호,구로구,치킨,(지번) 신도림동 648,STORE_GR00281,교촌치킨 신도림1호점
서울 구로구 오류로 20,구로구,갈비,(지번) 천왕동 14-58,STORE_GR00282,조선화로집 오류천왕역점
서울 구로구 경인로67길 23 푸르지오상가2차 125호,구로구,"곱창,막창",(지번) 신도림동 338,STORE_GR00283,천사곱창 신도림역점
"서울 구로구 디지털로26길 123 코오롱지플러스타워 1층 101,102호",구로구,"육류,고기",(지번) 구로동 222-31,STORE_GR00284,정식당
서울 구로구 디지털로32나길 17-19,구로구,"육류,고기",(지번) 구로동 1124-65,STORE_GR00285,골목길
서울 구로구 디지털로32나길 17-45 2층,구로구,"초밥,롤",(지번) 구로동 810,STORE_GR00286,린초밥
서울 구로구 신도림로 67,구로구,갈비,(지번) 신도림동 306-13,STORE_GR00287,도야미리숯불갈비
서울 구로구 경인로35길 113 1층,구로구,회,(지번) 고척동 271-40,STORE_GR00288,싱싱회센타
서울 구로구 새말로4길 24,구로구,실내포장마차,(지번) 구로동 572-25,STORE_GR00289,고향마차
서울 구로구 새말로18길 28,구로구,중화요리,(지번) 구로동 27-4,STORE_GR00290,남경
서울 구로구 시흥대로 577-11,구로구,아이스크림,(지번) 구로동 1123-3,STORE_GR00291,배스킨라빈스 구로디지털단지역점
서울 구로구 공원로6다길 20 2층,구로구,"초밥,롤",(지번) 구로동 31-2,STORE_GR00292,이찌방
서울 구로구 경인로59길 8 태영프라자 713호,구로구,키즈카페,(지번) 신도림동 437-1,STORE_GR00293,헬로방방 신도림점
서울 구로구 경인로 445-8 동양미래대 8호관,구로구,샌드위치,(지번) 고척동 62-160,STORE_GR00294,써브웨이 동양미래대점
서울 구로구 공원로 41 1층,구로구,중화요리,(지번) 구로동 108,STORE_GR00295,상하이몽
서울 구로구 경인로67길 23 신도림2차푸르지오 상가동 101-127호,구로구,카페,(지번) 신도림동 338,STORE_GR00296,보은하다
서울 구로구 시흥대로 563 2층,구로구,떡볶이,(지번) 구로동 1125-5,STORE_GR00297,동대문엽기떡볶이 구로디지털단지역점
서울 구로구 디지털로 300 지밸리비즈플라자 2층 207호,구로구,한식,(지번) 구로동 188-25,STORE_GR00298,해남식당 구로디지털단지점
서울 구로구 개봉로23길 10,구로구,카페,(지번) 개봉동 499,STORE_GR00299,두리하나다울카페
서울 구로구 경인로 556 성신빌딩,구로구,"초밥,롤",(지번) 구로동 600-14,STORE_GR00300,스시정
서울 구로구 새말로 81,구로구,추어,(지번) 구로동 7-10,STORE_GR00301,남원가마솥추어탕
서울 구로구 디지털로 300 3층,구로구,뷔페,(지번) 구로동 188-25,STORE_GR00302,롯데시티호텔 구로 씨카페
서울 구로구 구로중앙로34길 33-46,구로구,국수,(지번) 구로동 570-95,STORE_GR00303,영진네 바지락손칼국수
서울 구로구 디지털로 300 지밸리비즈플라자 2층,구로구,커피전문점,(지번) 구로동 188-25,STORE_GR00304,커피빈 구로지밸리몰점
서울 구로구 디지털로31길 41 1층,구로구,"육류,고기",(지번) 구로동 197-28,STORE_GR00305,조선화로집 구로디지털점
서울 구로구 시흥대로 569 202호,구로구,냉면,(지번) 구로동 1125-2,STORE_GR00306,육쌈냉면 구로점
서울 구로구 경인로 330 1층,구로구,"초밥,롤",(지번) 개봉동 353-1,STORE_GR00307,스시쿠야 개봉점
서울 구로구 새말로 22,구로구,"육류,고기",(지번) 구로동 569-16,STORE_GR00308,장군주먹고기
서울 구로구 가마산로 279 1층,구로구,중화요리,(지번) 구로동 104-10,STORE_GR00309,금수원
서울 구로구 가마산로 280,구로구,삼계탕,(지번) 구로동 97-2,STORE_GR00310,약초마을
서울 구로구 개봉로23가길 30 1층,구로구,"호프,요리주점",(지번) 개봉동 416-146,STORE_GR00311,포차천국 개봉점
서울 구로구 가마산로 229 성보빌딩 1층,구로구,"초밥,롤",(지번) 구로동 437-1,STORE_GR00312,구영회참치&초밥 구로본점
서울 구로구 오리로 1160,구로구,피자,(지번) 오류동 182-17,STORE_GR00313,도미노피자 천왕점
서울 구로구 디지털로32길 97-22,구로구,"곱창,막창",(지번) 구로동 1125-3,STORE_GR00314,순이네황소곱창구이
서울 구로구 디지털로32길 97-39,구로구,설렁탕,(지번) 구로동 1124-1,STORE_GR00315,본가설렁탕 구로점
서울 구로구 구로동로26길 16,구로구,국수,(지번) 구로동 731-11,STORE_GR00316,광희네칼국수
서울 구로구 경인로47길 58 102호,구로구,"초밥,롤",(지번) 고척동 76-150,STORE_GR00317,진스시
서울 구로구 구로중앙로 55 1층,구로구,설렁탕,(지번) 구로동 86-3,STORE_GR00318,우촌가마솥설렁탕
서울 구로구 구로중앙로 51,구로구,갈비,(지번) 구로동 86-5,STORE_GR00319,풍년숯불갈비
서울 구로구 경인로67길 23,구로구,분식,(지번) 신도림동 338,STORE_GR00320,신도림김밥
서울 구로구 디지털로32가길 13 1층,구로구,"육류,고기",(지번) 구로동 1127-30,STORE_GR00321,고앤고 구로디지털점
서울 구로구 경인로47길 82-1,구로구,한식,(지번) 고척동 52-81,STORE_GR00322,전주맛집
서울 구로구 경인로 193-31,구로구,국수,(지번) 오류동 12-9,STORE_GR00323,청솔 칼국수
서울 구로구 디지털로32나길 12,구로구,실내포장마차,(지번) 구로동 1124-36,STORE_GR00324,나살던고향
서울 구로구 경인로47길 22,구로구,갈비,(지번) 고척동 52-199,STORE_GR00325,통큰갈비 고척점
서울 구로구 경인로 619-56,구로구,닭요리,(지번) 신도림동 433-12,STORE_GR00326,열정찜닭
서울 구로구 개봉로3길 69,구로구,아구,(지번) 개봉동 361-7,STORE_GR00327,정이가네아구 개봉점
서울 구로구 중앙로14가길 46 1층,구로구,중화요리,(지번) 고척동 43-44,STORE_GR00328,고척짬뽕
서울 구로구 구로동 797-66,구로구,터키음식,,STORE_GR00329,이스탄불케밥 구로3호점
서울 구로구 중앙로6길 43,구로구,"곱창,막창",(지번) 고척동 76-201,STORE_GR00330,우장창창 고척점
서울 구로구 천왕로2길 31,구로구,카페,(지번) 천왕동 277-15,STORE_GR00331,핑거존 브런치카페
서울 구로구 경인로 661 신도림1차푸르지오 1층 131호,구로구,"찌개,전골",(지번) 신도림동 337,STORE_GR00332,백채김치찌개 신도림점
서울 구로구 개봉로3길 70,구로구,분식,(지번) 개봉동 357-37,STORE_GR00333,만두빚는여자
서울 구로구 경인로 631 1층,구로구,"곱창,막창",(지번) 신도림동 433-3,STORE_GR00334,우월소곱창
서울 구로구 오류로8길 41,구로구,닭요리,(지번) 오류동 136-33,STORE_GR00335,춘천골
"서울 구로구 경인로 661 푸르지오1차 170, 171-1호",구로구,실내포장마차,(지번) 신도림동 337,STORE_GR00336,목동포차 신도림점
서울 구로구 디지털로33길 12,구로구,닭요리,(지번) 구로동 184-1,STORE_GR00337,강촌식당 구로디지털점
서울 구로구 디지털로32나길 38,구로구,치킨,(지번) 구로동 1124-42,STORE_GR00338,누구나홀딱반한닭 구로디지털단지역점
서울 구로구 구로중앙로 19,구로구,"사철탕,영양탕",(지번) 구로동 139-3,STORE_GR00339,시골집
서울 구로구 디지털로33길 12 102호,구로구,중화요리,(지번) 구로동 184-1,STORE_GR00340,이비가짬뽕
서울 구로구 디지털로 306 대륭포스트타워2차 1층 101-2호,구로구,"족발,보쌈",(지번) 구로동 182-13,STORE_GR00341,보쌈제복 구로디지털점
서울 구로구 디지털로32나길 4 1층,구로구,치킨,(지번) 구로동 1124-30,STORE_GR00342,60계 구로디지털단지점
"서울 구로구 시흥대로 569 1,2층",구로구,"제과,베이커리",(지번) 구로동 1125-2,STORE_GR00343,파리바게뜨 구로제일점
서울 구로구 경인로 661,구로구,한식,(지번) 신도림동 337,STORE_GR00344,새벽집
서울 구로구 공원로6나길 11-1,구로구,갈비,(지번) 구로동 33-9,STORE_GR00345,신도림왕코등갈비
"서울 구로구 새말로18길 28-5 지하 1층, 1층",구로구,장어,(지번) 구로동 27-5,STORE_GR00346,훔친장어 구로본점
서울 구로구 개봉로 128 1층,구로구,양꼬치,(지번) 개봉동 353-42,STORE_GR00347,두만강 양꼬치샤브샤브 개봉점
서울 구로구 디지털로32나길 17-12 1층 101호,구로구,"육류,고기",(지번) 구로동 1124-54,STORE_GR00348,형제특수부위
서울 구로구 새말로 102 포스빌 지하 1층,구로구,"곱창,막창",(지번) 구로동 26,STORE_GR00349,태경소곱창
서울 구로구 공원로6다길 10 지하 1층,구로구,"호프,요리주점",(지번) 구로동 33-3,STORE_GR00350,피맥 3호점
서울 구로구 경인로35길 113-17,구로구,냉면,(지번) 고척동 273-3,STORE_GR00351,개봉칡냉면 본점
서울 구로구 경인로 612,구로구,"육류,고기",(지번) 신도림동 439-6,STORE_GR00352,새마을정육점식당
서울 구로구 디지털로31길 12 태평양물산별관 1층 108호,구로구,분식,(지번) 구로동 197-21,STORE_GR00353,걸작떡볶이치킨 서울구로디지털점
서울 구로구 경서로 55,구로구,중화요리,(지번) 고척동 136-6,STORE_GR00354,금다원
서울 구로구 서해안로26길 12 1층,구로구,중화요리,(지번) 오류동 136-41,STORE_GR00355,중국성
서울 구로구 공원로6나길 29-20,구로구,국수,(지번) 구로5동 30-21,STORE_GR00356,오매네생면칼국수
서울 구로구 고척로30길 6,구로구,카페,(지번) 개봉동 126-24,STORE_GR00357,카페126
서울 구로구 개봉로11길 13 1층,구로구,"육류,고기",(지번) 개봉동 349-1,STORE_GR00358,백년불고기 개봉점
서울 구로구 남부순환로97길 20-10 1층,구로구,닭요리,(지번) 개봉동 202-19,STORE_GR00359,종로곱창막창닭갈비
서울 구로구 디지털로31길 20 에이스테크노타워 5차 1층 101~102호,구로구,동남아음식,(지번) 구로동 197-22,STORE_GR00360,반포식스 구로점
서울 구로구 도림천로 448 예성유토피아 201동 101호,구로구,"육류,고기",(지번) 구로동 187-3,STORE_GR00361,토라
"서울 구로구 새말로 102 신도림포스빌 123,124호",구로구,"곱창,막창",(지번) 구로동 26,STORE_GR00362,곱창고 신도림역점
서울 구로구 경인로67길 23 신도림2차푸르지오 1층 118호,구로구,삼겹살,(지번) 신도림동 338,STORE_GR00363,냅다청양집 신도림점
서울 구로구 새말로 97 신도림테크노마트 10층 3호,구로구,중화요리,(지번) 구로동 3-25,STORE_GR00364,하우마라탕
서울 구로구 경인로67길 23,구로구,참치회,(지번) 신도림동 338,STORE_GR00365,이가참치
서울 구로구 공원로6나길 26 1층 101호,구로구,"곱창,막창",(지번) 구로동 41,STORE_GR00366,광명대창집 신도림점
서울 구로구 경인로 661 신도림1차푸르지오상가 1층 133호,구로구,커피전문점,(지번) 신도림동 337,STORE_GR00367,메가커피 신도림역점
서울 구로구 디지털로31길 61 드림마크원데이터센터 1층,구로구,커피전문점,(지번) 구로동 197-12,STORE_GR00368,스타벅스 드림마크원점
서울 구로구 경인로20가길 68,구로구,"호프,요리주점",(지번) 오류동 64-28,STORE_GR00369,생활맥주 오류점
서울 구로구 개봉로23가길 76,구로구,"곱창,막창",(지번) 개봉동 182-11,STORE_GR00370,좀비곱창
서울 구로구 경인로59길 8 태영프라자 2층 207호,구로구,패스트푸드,(지번) 신도림동 437-1,STORE_GR00371,맘스터치 구로신도림점
서울 구로구 구로동로 211,구로구,떡볶이,(지번) 구로동 486-44,STORE_GR00372,하하네매운떡볶이 구로점
서울 구로구 오류로8길 63,구로구,치킨,(지번) 오류동 137-6,STORE_GR00373,1988옛날통닭 오류점
서울 구로구 구로중앙로19나길 8,구로구,한식,(지번) 구로동 85-24,STORE_GR00374,진미명가
서울 구로구 경인로 196,구로구,닭요리,(지번) 오류동 48-1,STORE_GR00375,원정숯불닭바베큐 본점
서울 구로구 디지털로32나길 17-9 지하1층,구로구,"육류,고기",(지번) 구로동 1124-61,STORE_GR00376,구로옥
서울 구로구 중앙로 13,구로구,동남아음식,(지번) 고척동 76-27,STORE_GR00377,샤브향 구로점
서울 구로구 목동남로 6 현준프라자 1층,구로구,"해물,생선",(지번) 고척동 186-5,STORE_GR00378,연안식당 고척점
서울 구로구 공원로6나길 49-16,구로구,일본식주점,(지번) 구로동 28-2,STORE_GR00379,사이야 신도림역점
서울 구로구 경인로35길 67,구로구,회,(지번) 개봉동 141-80,STORE_GR00380,바다어시장
서울 구로구 경인로 661 111호,구로구,"제과,베이커리",(지번) 신도림동 337,STORE_GR00381,롤링핀 신도림점
서울 구로구 경인로 661 신도림1차 푸르지오1층,구로구,커피전문점,(지번) 신도림동 337,STORE_GR00382,탐앤탐스 신도림점
서울 구로구 새말로 97,구로구,뷔페,(지번) 구로동 3-25,STORE_GR00383,티엠 웨딩시티
서울 구로구 구로동로 226,구로구,퓨전중식,(지번) 구로동 494-54,STORE_GR00384,진자루
서울 구로구 새말로 102 신도림포스빌 1층 134호,구로구,죽,(지번) 구로동 26,STORE_GR00385,본죽 신도림역포스빌점
서울 구로구 구로동로 180,구로구,회,(지번) 구로동 417-2,STORE_GR00386,88수산
서울 구로구 디지털로34길 43 1층 103호,구로구,닭요리,(지번) 구로동 187-10,STORE_GR00387,종로계림닭도리탕원조 구로디지털단지점
서울 구로구 경인로20길 10 2층,구로구,디저트카페,(지번) 오류동 52-7,STORE_GR00388,설빙 오류동역점
서울 구로구 새말로18길 20-15,구로구,치킨,(지번) 구로동 28-3,STORE_GR00389,노랑통닭 신도림점
서울 구로구 도림로 65,구로구,"찌개,전골",(지번) 구로동 766-236,STORE_GR00390,땅스부대찌개 구로시장
서울 구로구 오류로8길 20,구로구,커피전문점,(지번) 오류동 155-11,STORE_GR00391,메가커피 오류남부점
서울 구로구 디지털로33길 12 1층,구로구,샌드위치,(지번) 구로동 184-1,STORE_GR00392,에그드랍 구로디지털단지점
서울 구로구 경인로 662 6층,구로구,"해물,생선",(지번) 신도림동 692,STORE_GR00393,사월에보리밥과쭈꾸미 현대디큐브 신도림점
서울 구로구 오리로 1303 1층,구로구,카페,(지번) 궁동 278-6,STORE_GR00394,카페동네 궁동점
"서울 구로구 경인로 661 신도림푸르지오1차 상가동 176-1, 177호",구로구,베트남음식,(지번) 신도림동 337,STORE_GR00395,미스사이공 신도림점
서울 구로구 디지털로 288 대륭포스트1차 지하1층 104호,구로구,떡볶이,(지번) 구로동 212-8,STORE_GR00396,뽀끼살롱
서울 구로구 시흥대로163길 21 1층,구로구,"돈까스,우동",(지번) 구로동 1130-15,STORE_GR00397,영호돈까스
서울 구로구 구로동로 218,구로구,피자,(지번) 구로동 486-7,STORE_GR00398,도미노피자 구로점
서울 구로구 공원로8길 45 1층,구로구,삼겹살,(지번) 구로동 41-16,STORE_GR00399,도림식당
서울 구로구 디지털로32길 96 2층,구로구,"해물,생선",(지번) 구로동 1127-1,STORE_GR00400,오만한쭈꾸미
서울 구로구 항동로3길 4 1층,구로구,"제과,베이커리",(지번) 항동 128-14,STORE_GR00401,파리바게뜨 구로항동점
서울 구로구 공원로6나길 36 1층,구로구,"호프,요리주점",(지번) 구로동 41-3,STORE_GR00402,뉴욕야시장 신도림점
서울 구로구 개봉로2길 81,구로구,"육류,고기",(지번) 개봉동 276-14,STORE_GR00403,우돈생고기
서울 구로구 새말로 110,구로구,회,(지번) 구로동 26-2,STORE_GR00404,어사출또 신도림점
서울 구로구 도림로 37-2 202호,구로구,치킨,(지번) 구로동 770-40,STORE_GR00405,김종용누룽지통닭
서울 구로구 디지털로31길 81,구로구,회,(지번) 구로동 1278-1,STORE_GR00406,바다회사랑
서울 구로구 새말로 89,구로구,"육류,고기",(지번) 구로동 8-17,STORE_GR00407,서울안심축산
서울 구로구 개봉로 7 1층 101호,구로구,도넛,(지번) 개봉동 359-1,STORE_GR00408,던킨도너츠 구로개봉점
서울 구로구 경인로 662 지하 2층,구로구,중화요리,(지번) 신도림동 692,STORE_GR00409,신승반점 현대백화점 디큐브시티점
서울 구로구 고척로 121,구로구,"초밥,롤",(지번) 개봉동 92-10,STORE_GR00410,스시윤
서울 구로구 중앙로6길 9,구로구,디저트카페,(지번) 고척동 52-383,STORE_GR00411,카페단디
서울 구로구 새말로 18-49,구로구,갈비,(지번) 구로동 572-32,STORE_GR00412,무시칸 구로역점
서울 강서구 공항대로46길 56,강서구,"곱창,막창",(지번) 화곡동 1116,STORE_GS00001,광고양송곱창
서울 강서구 마곡중앙5로1길 20,강서구,"육류,고기",(지번) 마곡동 365-15,STORE_GS00002,광고1983영웅고기
서울 강서구 양천로 410 108호,강서구,장어,(지번) 가양동 54-5,STORE_GS00003,광고풍천황토민물장어
서울 강서구 개화동로19길 18 1층,강서구,고양이카페,(지번) 개화동 559-49,STORE_GS00004,고양이정원
서울 강서구 초록마을로2길 48 화곡본동시장 가-3호,강서구,순대,(지번) 화곡동 98-154,STORE_GS00005,영양족발순대국
"서울 강서구 마곡동로 61 에이스프라자 109호, 203~205호",강서구,"육류,고기",(지번) 마곡동 727-595,STORE_GS00006,금고깃집 마곡본점
서울 강서구 양천로61길 90,강서구,닭요리,(지번) 염창동 5-17,STORE_GS00007,유림 가양본점
"서울 강서구 공항대로 247 퀸즈파크나인 지하1층 103,104호",강서구,뷔페,(지번) 마곡동 797-1,STORE_GS00008,키누카누 발산점
서울 강서구 곰달래로60길 29,강서구,"육류,고기",(지번) 화곡동 782-12,STORE_GS00009,조연탄
서울 강서구 방화대로49길 6-7,강서구,국수,(지번) 방화동 323-6,STORE_GS00010,강원도고성막국수
서울 강서구 공항대로 18-1,강서구,국수,(지번) 공항동 49-2,STORE_GS00011,공항칼국수
서울 강서구 마곡중앙6로 42 사이언스타 212호,강서구,"육류,고기",(지번) 마곡동 727-1062,STORE_GS00012,무한야끼
서울 강서구 강서로46길 9 1층,강서구,"제과,베이커리",(지번) 내발산동 702-22,STORE_GS00013,타르데마베이커리
서울 강서구 공항대로 367 3층,강서구,한정식,(지번) 등촌동 661-12,STORE_GS00014,백제원 등촌점
서울 강서구 개화동로 567,강서구,중화요리,(지번) 방화동 621-19,STORE_GS00015,도일처
서울 강서구 초원로 77,강서구,"육류,고기",(지번) 방화동 247-10,STORE_GS00016,꾸이꾸이돼지촌쭈꾸미
