,ItemID,address,local,category
280,추억의한잔,서울 양천구 목동서로 242,(지번) 목동 406-144,술집
281,이디야커피 오목교대학학원점,서울 양천구 오목로 319,(지번) 목동 406-35,커피전문점
282,도담치킨 오목교직영점,"서울 양천구 오목로 337-20 1,2층",(지번) 목동 406-228,치킨
283,어플래터,서울 양천구 목동로23길 10 로데오27타운 1층 105호,(지번) 신정동 890-27,카페
284,황금오리농장,서울 양천구 국회대로 176,(지번) 신정동 873-1,오리
285,치킨매니아 화곡4동점,서울 강서구 곰달래로60길 9 1층,(지번) 화곡동 781-10,치킨
286,타이반쩜 목동점,서울 양천구 목동중앙서로 23,(지번) 목동 777-27,베트남음식
287,목동회수산,서울 양천구 목동중앙남로9길 41 1층,(지번) 목동 730-18,회
288,BBQ 목동한청점,서울 양천구 목동중앙본로 35 1층 102호,(지번) 목동 747-1,치킨
289,이화양꼬치,서울 양천구 목동동로 226-5,(지번) 목동 406-79,양꼬치
290,황소곱창 목동점,서울 양천구 목동동로 266,(지번) 목동 406-25,"곱창,막창"
291,펍피맥 목동역점,서울 양천구 은행정로18길 22,(지번) 신정동 903-16,"호프,요리주점"
292,커피게이트,서울 양천구 목동중앙로7길 8,(지번) 목동 222-46,커피전문점
293,광커피,서울 강서구 등촌로5길 21 1층,(지번) 화곡동 777-11,카페
294,호치킨 목동사거리점,서울 강서구 곰달래로 261,(지번) 화곡동 778-15,치킨
295,피자나라치킨공주 서울목동점,서울 양천구 목동중앙로3길 59 한강베스트빌 101호,(지번) 목동 737-16,피자
296,오목정,서울 양천구 목동동로 222-15,(지번) 목동 406-116,"육류,고기"
297,대한족발집,서울 양천구 신정중앙로 94-1,(지번) 신정동 902-4,"족발,보쌈"
298,도쿄빙수 오목교역점,서울 양천구 오목로 328 1층,(지번) 목동 405-284,디저트카페
299,진미옥설렁탕,서울 양천구 목동서로 155 목동파라곤상가 지하1층 1호,(지번) 목동 917,설렁탕
300,와인짚,서울 양천구 목동서로 213 지하 115호,(지번) 목동 923,와인바
301,피자스쿨 목사거리점,서울 강서구 곰달래로 271,(지번) 화곡동 776-7,피자
302,땅스부대찌개 목사랑시장점,서울 양천구 목동중앙남로 57 1층,(지번) 목동 724-8,"찌개,전골"
303,맘마미아파스타,서울 강서구 곰달래로59길 67,(지번) 화곡동 773-1,이탈리안
304,24시프리카페 목동점,서울 양천구 목동중앙로 43 글로리파크 2층,(지번) 목동 773-3,북카페
305,스타벅스 오목교역점,서울 양천구 오목로 354,(지번) 목동 404-13,커피전문점
306,주순희찌개마을시골촌 목동역점,서울 양천구 신정중앙로 89,(지번) 신정동 887-12,"찌개,전골"
307,파리바게뜨 목동파라곤점,서울 양천구 목동서로 155 목동파라곤상가 1층 12호,(지번) 목동 917,"제과,베이커리"
308,사또춘천숯불닭갈비,서울 양천구 신정중앙로 74,(지번) 신정동 905-4,닭요리
309,전주콩나물국밥,서울 강서구 등촌로 59-1,(지번) 화곡동 772-85,국밥
310,챔피언,서울 양천구 목동서로 170 홈플러스 목동점 지하1층,(지번) 목동 919-7,키즈카페
311,페리카나 목동1점,서울 양천구 목동중앙로 49,(지번) 목동 772-12,치킨
312,엉터리생고기 파라곤점,서울 양천구 목동서로 155 목동파라곤 지하1층 106호,(지번) 목동 917,"육류,고기"
313,죠스떡볶이 목동파라곤점,서울 양천구 목동서로 155 목동파라곤 1층 109-2호,(지번) 목동 917,떡볶이
314,특돼지 화곡직영점,서울 강서구 곰달래로60길 33 1층,(지번) 화곡동 782-11,"육류,고기"
315,시골보리밥,서울 강서구 곰달래로59길 34,(지번) 화곡동 775-17,한식
316,포차천국 목동점,서울 양천구 신정중앙로 85 로데오프라자 1층 105호,(지번) 신정동 886-6,실내포장마차
317,락감,서울 양천구 목동로 173,(지번) 신정동 1006-2,감자탕
318,스타벅스 현대목동점,서울 양천구 목동동로 257 현대백화점 목동점 지하 2층,(지번) 목동 916,커피전문점
319,BBQ 목동역점,서울 양천구 목동서로 264 진도아파트상가 101.103호,(지번) 목동 935,치킨
320,임꺽정부대찌개 오목본점,서울 양천구 목동동로12길 27,(지번) 목동 405-178,"찌개,전골"
321,중화루,서울 강서구 곰달래로 259 1층,(지번) 화곡동 797-22,중화요리
322,임꺽정 김치찌개전문점,서울 양천구 목동중앙남로 37,(지번) 목4동 727-30,"찌개,전골"
323,피자파는집 서울화곡점,서울 강서구 등촌로3나길 5 101호,(지번) 화곡동 787-21,피자
324,토겐,서울 양천구 오목로 300 하이페리온2차 206동 117호,(지번) 목동 961-1,일식
325,조연탄기다리면돼지,서울 강서구 곰달래로60길 28,(지번) 화곡동 783-2,"육류,고기"
326,쥬씨 강서고점,서울 양천구 목동중앙남로 24-1,(지번) 목동 767-10,생과일전문점
327,핵밥 목동사거리점,서울 강서구 등촌로5길 2,(지번) 화곡동 775-8,한식
328,한명숙피자 목동본점,서울 양천구 목동로23길 22-1,(지번) 신정동 891-27,피자
329,바다맛 목동직영점,서울 양천구 목동동로 293 현대41타워 B1-03호,(지번) 목동 917-9,"해물,생선"
330,소문난바지락칼국수,서울 양천구 등촌로 42,(지번) 목동 788-15,국수
331,커피인동 파라곤점,서울 양천구 목동서로 155,(지번) 목동 917,커피전문점
332,이모네꼼장어숯불구이전문점 목동역점,서울 양천구 신정중앙로 91,(지번) 신정동 887-11,장어
333,라온,서울 양천구 목동중앙남로3길 55,(지번) 목동 781-2,커피전문점
334,산토리니의아침 목동점,서울 양천구 목동서로 100 목동신시가지3단지아파트 상가동 1층 107-2호,(지번) 목동 903,"제과,베이커리"
335,장가네돼지국밥,서울 강서구 곰달래로49길 29,(지번) 화곡동 832-9,국밥
336,에스티플이,서울 양천구 목동중앙서로 11-1,(지번) 목동 790-24,북카페
337,개성손만두 신정점,서울 양천구 오목로 192 1층,(지번) 신정동 953-7,한식
338,네네치킨 목4동점,서울 양천구 목동중앙서로 48,(지번) 목동 799-7,치킨
339,오가네찹쌀순대,서울 양천구 목동서로 155 목동파라곤 지하1층 3호,(지번) 목동 917,순대
340,79파운야드 목동41타워점,서울 양천구 목동동로 293 현대41타워 1-44~46호,(지번) 목동 917-9,디저트카페
341,우리집팔당닭발 목동점,서울 강서구 곰달래로 271,(지번) 화곡동 776-7,닭요리
342,코코호도 목동하나점,서울 양천구 목동서로 133-2 목동하나프라자 105호,(지번) 목동 905-34,"제과,베이커리"
343,착한닭한마리칼국수,서울 양천구 목동중앙서로7가길 39,(지번) 목동 792-1,닭요리
344,미스터순두부 목동직영점,서울 양천구 목동동로 228,(지번) 목동 406-64,두부전문점
345,북촌손만두 목동점,서울 양천구 목동중앙로 73,(지번) 목동 762-10,분식
346,등촌동버섯샤브칼국수,서울 양천구 등촌로 110,(지번) 목3동 721-2,샤브샤브
347,육수당 목동역점,서울 양천구 목동로 218,(지번) 목동 808-7,국밥
348,이디야커피 목동신목점,서울 양천구 목동중앙로 85,(지번) 목동 758-1,커피전문점
349,창평가마솥순대국 유일무이점,서울 양천구 오목로 320-2 청석빌딩1층,(지번) 목1동 405-148,순대
350,청담이상 목동오거리점,"서울 양천구 신정중앙로 102 재형빌딩 1,2층",(지번) 신정동 902-8,일본식주점
351,얌샘김밥 목동KT점,서울 양천구 목동서로 213 세신비젼프라자 1층 102호,(지번) 목동 923,분식
352,카페풍경,서울 양천구 목동중앙서로 42,(지번) 목동 799-1,카페
353,목동장어타운,서울 양천구 신정중앙로 67,(지번) 신정동 885-17,장어
354,BHC치킨 목동중앙점,서울 양천구 목동중앙본로 53 1층,(지번) 목동 315-44,치킨
355,닭한마리,서울 양천구 신정중앙로23길 10-1,(지번) 신정동 900-3,치킨
356,항아리수제비,서울 양천구 신정중앙로23길 12 2층,(지번) 신정동 900-2,한식
357,더벤티 목동역점,서울 양천구 목동로 210 타운빌딩 1층,(지번) 목동 810-1,커피전문점
358,타이반,서울 양천구 목동중앙서로 23,(지번) 목동 777-27,태국음식
359,행복한꽃게밥상,서울 양천구 목동중앙로 103,(지번) 목동 214-3,"게,대게"
360,에슬로우커피 목동점,서울 양천구 목동중앙남로 32,(지번) 목동 736-9,카페
361,K6송탄부대찌개,서울 양천구 등촌로 24,(지번) 목동 793-2,"찌개,전골"
362,하남돼지집 오목교역점,서울 양천구 오목로 337-10 소망빌딩 2층,(지번) 목동 406-225,삼겹살
363,엉짱윤치킨,서울 양천구 목동동로 177 삼성쉐르빌2차 상가동 1층 101호,(지번) 신정동 318-12,치킨
364,초담오리탕,서울 양천구 목동중앙서로1길 16 1층,(지번) 목동 791-3,오리
365,우리마을셀프장어네,서울 강서구 곰달래로 254 1층,(지번) 화곡동 796-14,장어
366,공스케이크,서울 양천구 목동로23길 12 1층 103호,(지번) 신정동 890-29,"제과,베이커리"
367,파스토보이 화곡목동점,서울 강서구 곰달래로57길 10 1층 103호,(지번) 화곡동 778-8,이탈리안
368,퀴즈노스서브 목동오목교점,서울 양천구 오목로 300 205동 123호,(지번) 목동 961,샌드위치
369,파스타농장,서울 양천구 은행정로4길 22,(지번) 신정동 1015-10,이탈리안
370,미태리 목동역점,서울 양천구 목동로 179,(지번) 신정동 995-5,양식
371,한짜장,서울 양천구 목동중앙남로4길 3,(지번) 목동 736-21,중화요리
372,토마토김밥 오목교역점,서울 양천구 오목로 315 103호,(지번) 목동 406-366,분식
373,대박곱창 곰달래점,서울 강서구 곰달래로 239,(지번) 화곡동 800-10,"곱창,막창"
374,자금성,서울 강서구 곰달래로 208-1,(지번) 화곡동 849-1,중화요리
375,아마스빈 목동오목교역점,서울 양천구 오목로 300 현대하이페리온2차 205동 1층,(지번) 목동 961,카페
376,신가네마포생고기,서울 양천구 목동중앙남로3길 54,(지번) 목동 734-21,"육류,고기"
377,카브,서울 양천구 오목로 330 1층,(지번) 목동 405-285,카페
378,강촌부대찌개,서울 양천구 오목로 285 1층,(지번) 목동 406-293,"찌개,전골"
379,지지고 목동학원가점,서울 양천구 목동서로 65 1층 101호,(지번) 목동 907-5,간식
380,커피빈 목동트라팰리스점,서울 양천구 오목로 299 트라팰리스 이스턴에비뉴 1층,(지번) 목동 962-1,커피전문점
381,교촌치킨 목3동점,서울 양천구 등촌로 102 호성빌딩 1층,(지번) 목동 722-8,치킨
382,곰달래한식뷔페,서울 강서구 곰달래로 269,(지번) 화곡동 778,한식
383,이모네 동태탕아구찜전문,서울 양천구 오목로50길 5 유정빌딩 1층,(지번) 신정동 994-6,"해물,생선"
384,종로전통떡집,서울 양천구 목동중앙남로 45,(지번) 목동 726-13,"떡,한과"
385,축산정육식당,서울 강서구 곰달래로 266-1,(지번) 화곡동 779-1,"육류,고기"
386,곱창이야기 오목교점,서울 양천구 오목로 337-15 1층,(지번) 목동 406-216,"곱창,막창"
387,란콰이펑누들,서울 양천구 목동서로 155 목동파라곤상가 지하42호,(지번) 목동 917,동남아음식
388,다채 오목교본점,서울 양천구 목동서로 155 목동파라곤상가 B40호,(지번) 목동 917,샤브샤브
389,지금보고싶다 목동역점,서울 양천구 신정중앙로 85 2층,(지번) 신정동 886-6,"호프,요리주점"
390,무드오더,서울 강서구 곰달래로56길 19 1층,(지번) 화곡동 788-1,카페
391,빽다방 목동역점,서울 양천구 오목로 231,(지번) 신정동 902-11,커피전문점
392,핵밥 목동점,서울 양천구 목동서로 170,(지번) 목동 919-7,일식
393,24시무인셀프카페 목동점,서울 양천구 목동중앙서로 20,(지번) 목동 796-4,카페
394,장군족발보쌈,서울 양천구 목동중앙남로3길 43,(지번) 목동 781-6,"족발,보쌈"
395,지코바 목동1호점,서울 양천구 목동중앙본로 36,(지번) 목동 750-4,치킨
396,장군주먹고기 목동점,서울 양천구 목동동로 228-14,(지번) 목1동 406-72,"육류,고기"
397,맥도날드 파리공원점,서울 양천구 목동서로 45,(지번) 목동 908-25,패스트푸드
398,메가커피 오목교점,서울 양천구 오목로 315,(지번) 목동 406-244,커피전문점
399,홍가네달마을,서울 양천구 목동중앙본로 80,(지번) 목동 42-82,"육류,고기"
400,이디야커피 CBS본사점,서울 양천구 목동서로 159-1,(지번) 목동 917-1,커피전문점
401,복골,서울 양천구 목동중앙남로7길 2 1층,(지번) 목동 726-15,닭강정
402,앵숙이네김밥,서울 양천구 목동중앙서로 16,(지번) 목동 796,분식
403,한신포차 오목교역점,서울 양천구 오목로 337-10,(지번) 목동 406-271,실내포장마차
404,청도양꼬치참숯구이 오목2호점,서울 양천구 오목로 313-10,(지번) 목동 406-69,양꼬치
405,강영숙봉평메밀촌,서울 강서구 곰달래로 223,(지번) 화곡동 836-5,국수
406,크라운호프 목동직영점,서울 양천구 신정중앙로 90,(지번) 신정동 902-1,"호프,요리주점"
407,가르텐비어 목동역점,서울 양천구 신정중앙로 92 2층,(지번) 신정동 902-2,"호프,요리주점"
408,조가네굴국밥,서울 양천구 목동동로 233-1 현대드림타워 지하1층,(지번) 목동 923-14,국밥
409,까치네한식분식국수,서울 양천구 오목로 324,(지번) 목동 405-179,분식
