거
서울,도봉,경찰서,거세,소,함평,한우,암소,판매,프랜차이즈,업체,누,소의,대표,장모,씨,등,명,식품위생법,위반,및,축산물,위생,관리,법,위반,혐의,불구속,입건
영업,시간,영업,나니,직원,청,눈치,체,사장,직원,관리,좀
위,소개,글,보고,완전,실망,별,전혀,등록,반개
며칠,전,누소,조금,식사,주문,부터,본인,퇴근,시간,주문,가기,촉,일행,그냥,문집,갈비,고무,맛,기름,끼,성의,상차림,화가,건물,번뜩,직원,써비스,교육,음식,형편
지금,창동,점심때,여기,가야,고민
한우,암소,유명,고깃집,비밀,기사,입력,오후
돈,고무줄,고기,조치,사과,돈,돈대,별로,돈,바,창동역,숯불,갈비,배,실망,요
최상급,한우,한정식,냉면,결론,가격,대비,별로,일,조선족,직원,매니저,언니,손님,무시,여기,맛집,블로그
갈비탕,물가상승률,나라,장사,단골,은근,이천원,안,간다,고객,호구,줄,알
창동,사람,도대체,왜,줄,서서,이해,안,간다
층,남자,안내,분,무슨,무료,급식,배식,이세,기표,러시,기표,달라,보시,툭,주시,기분,그냥
여기,직원,명,명,서비스,교육,좀,질,개비,가격,바가지
진짜,번,다시,소문,대로,서비스,꽝,요
가격,맛,예전,못,갈비탕,고기,한우,주문,한지,음식,뻔,음식점,주인,돈,생각,가지,음식점
분위기,음식,음식,값,좀
평점,주작,점
가게,사장,아기,종이비행기,백억,나무,가지,문,안보,아기,주눅,집,나무,혼자,구경,남,아기,주눅,아기,담,오지,말자하,사장,안,주말,손님,사장,소문,카페,려면,돌,계단,가야,하니,유모차,끌,기도,사장
여기,오픈,때,양은,가격,안감,맛,그닥,돈,움
커피,입장료,음료,포함,음료,이상은,추가,요금,돈,감,닝,리조,또
계산,땐,놈,계산,등심,그냥,데,끼,내,병신,뭐
등심,안심,끝,또,진짜,누가,삼겹살,항정살,구분,호구,새,것,진짜,엎어,여친,다짐
뭐,갑지,저번,주,여친,데리,기분,방문,저,안심,미디움,레,여친,등심,미디움,시킴,둘,또,등심
안심,등심,안심,하니,안심,서빙,놈,주제,누가,등심,등심,등심
자식,사람,호구,취급,동네,후,건,진짜,호구,취급,아버,환갑,때,식구,몇,모시,코스,중간,안심,등심,팀
소규모,돌잔치,개월전,미리,땐,바베큐,장소,미리,보고,정,자리,지정,예약,손님,명,젤,로,대접,내,평생,안,간다
가격,맛,멱,게,정도,나들이,겸
불고기,완전,고기,양념,흐물흐물,고기,내,이,핏물임,불고기,육수,맛,불가,이건,중국,향신료,후추,걸,입,뻔,냉면,육수,완전,다시다,맛,청국장,몇번,맛,김치,중국산,의심,얼마나,꺼냇다,반복,표면
어제,삼겹살,포장,주문,오후,처음,곳,주문,포장,직원,카운터,앞,테이블,제,테이블,삼겹살,포장,용기,숯불,구이판,포장,해,생각,일어나서
청국장,완전,굿,알바생,모두,정말,서빙,모습,감동,줌,몇번,주의,주어,턱밑,마스크,식사,내내,불안,계산,때,한번,더,얘기,시정,음식,소문,이건,좀
불찬,절의,최고봉,알바,좀,어케
예전,고기,양도,듯
추가,주문,음식,주지,계산,카드,계산,영수증,벌이,다음,날,계산,추가,주문,음식,주지,음식,값,돈,안감
갈비살,가성,서비스,찬,종류,간이,모두,한번,곳,두번째,방문,시,갈비살,양,확연,줄,종업원,끼리,더,이상,일,고기,양념,제대로,냉면,최악
고기,서비스,별로,임,분위기
맛,평범,화장실,에어컨,여름,이용,곳
양,경치,계단,가파르,자리,음료,맛,번은

치즈케이크,맛,비,터,무니,가격,양은,절대,지도,가지,이,정도,퀄
예전,별로,직원,마인드
유명,세,이유,위생,분위기,맛
설렁탕,값어치,갈수록,점점,맹물,맛,도봉산,산행,무엇,젠
가성,비,현재,만원,만원,글쎄
최악,걸,설렁탕,가요,완전,맹물
호불호,맛,적,체적,위생,보이
도봉구,자랑,놈,자랑,도봉구,망신,맛,서비스,악,악,어머니,고가,반,보통,곳
음식,막만듬
놈,맛집,방송,땜,가격,또,장탕,질,누가,사주면
고기,국물
홀,아줌마,불친절,밑반찬,무채,달랑,하나,육회,비빔밥,접,등심
서비스,문제,오픈,시간,임,확인,요미,회,이후,사람,식사,동안,푸념,출근,음식,당황
최악,서비스,치,이돈,곳,상추,재사용,별채,서빙
시간,운전,음식
역시,티비,맛집,거짓말,봄,진짜,맛,왜,동네,설렁탕,이해,안감,요미,회,실망,사장,진짜,황당,가지
맛집,입맛,상해,일단,청결,거리,복판,밥,청소,용,장갑,끼,국,그릇,배달,여가,저기,먼지,토,줄,식품위생,과,돈,문제
주인,반말,거,맛,감투,가게

명성,보고,무슨,돈가스,육,염장,냄새,치즈,가스,속도,분홍색,보이,겉,갈색,한마디,곳
방금,곳,끼,해결,리뷰,나,돈까스,매니아,정말,돈까스,사람인,지라,곳,대해,리뷰,보고,지인,로부터,추천,곳,기대,집,더,지하철역,하차,마음,입구,계단,도착,순간,대감
씨,에어컨,도안,단내,입,안,전골,간,천엽시,점,후회,막심,참고,나름,입,분,데,별로
알바,직원,싸가지
접시,만원,소,생,비릿내,진동,천엽,세척,제대로,지푸라기,것,영
예전,곱창,질,줄,예전,줄,곱창,생각,실망,인분,양,인분,약간,사람,양보,인분,추가,더,시킴,명성,완전,실망
친절,포기,듯
무척
직원,교육,결제,무슨,비닐,장갑,양쪽,끼,물컵,양념,말씀,가격,사람
그냥,지점,워낙,가성,비,기억,그냥,한번,간장게장,입,순간,향료,냄새,석유,냄새,향수,냄새,도저히,정체,이건,이간,일행,그냥,시늉,다음,접시,간장게장,진짜,최악,최악,양
진짜,최악,요,별,하나,곳,부모님,모시,왓다,완젼,낭폐,양념,게장,하나,안배,비릿,게장,맛,상태,비위,상해,뱉엇어,절대,안,집
최악,게장,기본,블로그,홍보,장사,맛,최악,임
게장,집,공기밥,추가,비용,범죄,여기,게장,사람,우리엄마,게장,맛좀
최악,꽃게,석유,맛,냉동,꽃게,그냥,녹,게장,꽃게,자체,별로,간장,양념,맛,가족,넷,엄마,아빠,모시,넷,모두,고요,알도,정말,그냥,인터넷,알,돈
음,리뷰,맛,돈,게장,맛,양념,맛,간장
완전,실망,진심,여기,평점,점도,평점,알바,뭐,난,정식,코스,요리,간장게장,보리,굴비,전복,갈비찜,정작,코스,요리,메인,메뉴,가지,직원,대서,밥,일단,뭔가,음식,덜,사장,얘기,제,원래,인,가격,함
별,하나,꼭,하니,수,하나,고추,가루,중국산,표,보고,그,외,양념,싸구려,기본,전화,응대,똥,더니,우물쭈물,거리,다른,사람,저쪽,더니,체크,안,해도,저쪽
만,방문,회,크기,느낌,밑반찬
스시,서비스,노래,선정,에러,얐,가족,힙합,성적,가사
동네,정말,초반,비,사이즈,줄,처음,와이프,블로그,구성,사이즈,생각,예전,블러,그,역쉬,부분
창동,정착,간,단골,확장,공사,리,모델링,공사,사장,돈,버,예전,정말,가성,비,맛집,생각,순간,물가상승률,가격,더,더,그것,젠,가성,비,맛집,가격,재료,양은,그대로,유지,회의,크기
예전,비교,초심,콩알,전,회,크기,감탄,맛,감탄,서비스,감탄,지금,어디,서나,세트,냉,모밀,서비스,달리,한참,후,냉,모밀,젓가락,양으로,걸,기,나,기분
확장,이후,면,앞,함
유명,세,그닥,고급,진,느낌
만,엉망,테이블,음식,찌꺼기,옷,초밥,남아,얘기,때,샐러드,미소,국,주문,나가사키,짬뽕,초밥,한참,후,완전,국물,제발,초심,돈버시느,확장,신경
생각,초밥,회,두께,생선,사용,식,생선,초밥,보신,공감,주관,분명,스시,맛집,사진,가격
초기,맛,양도,서비스,자주,분점,뒤,관리,질,작년,겨울,고,중
재료,준비,시간,문,앞,재료,준비,시간,포장,안,해,줌,다시,것,너희,문맹,구별,못,개,짜증
글,인간,혓바닥,확,동네,초밥,집,조금,낫,곳
달,세,번,이상,방문,가격,대비,초밥,집,생각,완전,직원,서비스,갈수록,음식,질,효,주변인,초밥,집,추천,입
날,날,밖,기본,바람막이,설치,베,장사,맛,고해,손님,조,배려,맘,먼저
맛,에혀,직원
곳,서비스,엉망,시간,뭐,맛,여,알바,홍보,하나
서비스,엉망,여직원,눈,큰소리,무안,가족,저녁식사,뭐,마넌,가까이,생각,하니,지금,열,블러,그나,카페,돈,전,영
완전,실망,가격,인상,메뉴,질,것,옥수수,콘,회,닝닝,내용물,매운탕,바가지,식당,표본,요
양,갈수록,초심,매운탕,수정과,주네,건가
차,주차,요원,바로,앞,차,자기,식당,걸,은,관리,식사,기억
음식,편,손님,몰리,서비스,꽝,거기,주차장,차이,주차,수,방법,주차,요원,나,공용,주차장,유료,주차장,바로,앞,길가,주차,차,보고,거기,주차,때,해도,운,생각,식사,후,과태료,딱지
맛
돈,움
누룽지,물,벌레,꼭,확인,필수,집,벌레,대충,사과,느낌
진짜,실망,된장국,간,손,반찬,돌솥밥
바다,일본,방사,능,오염,해물,샤브,코스,요리,주문,가격,편,주말,맛집,투어,정말,최악,경악,자체,양도,맛,별로,환경,돈,은,정도,코스,요리,샐러드,밋,음식,무적,음식,더,달라,내,성의
양,창렬,뭐
코스,직원,정말,다음,요리,달라,짜증,곧,느낌,툭툭,말,완전,싸가지,냄새,사람,갈비,냄새,작렬,고요,후식,리치,땡땡,서리,정말,가격,비슼
이,가게,브레이크,타임,의미,뭘,주차,곳,골목,식당,생존,마케팅
미트볼,토마토,시킴,냄새,입,고기,다지,식,꽝,주방,요리사,명,보조,시간,기도,심지어,집,근처,도,돈,정도,별로,임,직원
오전,도착,선착순,오후,도전,위해,하루,종일,주변,오후,첫,그룹,입장,결과,한나절,맛,볼,만,가치,인생,파스타,그,맛,아침,일찍,명단,이름,점심,마지막,즈음
맛,루
흠
전복,매우,비림,해산물,양은,해산물,철수,세미,계속,냄새,식기,도구,끈,아마,물,안,헹군듯
면,짬뽕,움,해물짬뽕,낫다,생각,티비,맛집,던데
오징어짬뽕,해물짬뽕,해물,우동,해물,라면,날짜,백원,볶음밥,짬뽕,밥,군,만두,물만두,오징어,마리,통째,오징어짬뽕,인기
가격,뉴,또,짬뽕,싸넴,어제,껌,내
방송,사기,는걸,알,집,랄
더,불,그냥,가게,뭐,원
통오징어,짬뽕,새벽,차,끌,테이블,비어,위,그대로,일단,빈,테이블,자리,안치우,말,통오징어,짬뽕,하나,달라,주방,분,말,듯,목소리,시간,무소식
커피,별로,임,값,맛,별로,임,가성,비,비,모두,점
직원,진짜,손님,상,안치우,소리,분말,맛,그냥,만두
초안산,산책,종종,앞,가지,이유,가게,위쪽,천막,친막,부스러기
전형,장사,집,손님,관심,매장,밖,구,코로나,때문,수,손님,신경,이제,번은,갈래,인사,뭐합,장사,한순간
진짜,어이,동네,가끔,시간,참고,주문,포장,시간,줌,일찍,코로나,때문,밖,요,전,밖,벌벌,친구,후배,인지,장안,포장,장사,인지,초심,인지
더위,지도,보고,재료,소진,영업,표시,말,맛,번가
동네,장사치,곤,가격,효율,못,시간,굳이,필요,난
라멘,때,거,데코,신경,가격,자주,가게
카레,가격,대비,만족도
맛
여자,알바생,캐,휴무,변동,오늘,문,전화,제대로,답안,기분,교육
화요일,문,잠,구심,은,수요일,휴무
꼬막,일부러,검색,해,역시,인터넷,평가,음식,성의,일,사람,손님,신경,음악,트롯,계속,크게,모로,별로,절대,또
정말,별로,별,개도,움,돼지갈비,가격,대비,양,정말,메뉴,그람,수,속,우리,가족,돼지갈비,진짜,양,적은덴,처음,그,다음,집,가도,집,비교,직원,정말,고기,때
연어,밥,비,전문점,회덮밥,함,연어,찌,기,거,주먹,도,안,기,양념,초고추장,가격,일반,사케,보,마인드,장사,경악,움
마트,스시
이전,초밥,배,후,거름,얼마,전,때,내부,코로나,시국,도,테이블,손님,마음,이건,좀,가성,비,돈,좀,주더,제대로,걸
근처,곳도,가성,비,곳,이용,지난번,포장,때,카운터,주방,직원,마스크,일,것,보고,깜짝,게다가,남자,직원,외부,손,채,일,음식,사람,위생,관념,교육,전혀,듯,해
여자,알바생,뒤,욕,저,그,다음,그냥,처음,메뉴,처음,맛
서비스,맛,꽝,동네,손님,모임,식당,장사,진짜
진짜,별로,사람,초밥,가격,대비,생선,살이,작고,밥,젓가락,아주,가관,나가사키,짬뽕,그다지,주변,데,사람,듯,교회,사람,초밥,맛,모르거나
얼마,전,지인,분과,점심,스시,맛,별로,저,분도
가족,명,점심,때,점심,정식,인분,듬,초밥,뉴,무조건,명,정식,개,법,주인,손님,뉴,마음대로,뭐,개,식당,그동안,여러,지인,소개,사장,배,전부,정식,주문,이유,설명
최악,스시,집,안,간다,서비스,매우,불친절,알바생,자기,끼리,아주,개판,중,개판,집임
서비스,매우,성의,직원,사람,최고,맛집,고요,천만,말씀,곳,안,차라리,도곡동,미타,니야,게
쌍문,점,사우,코,나카,사키,짬뽕,머리카락,사타구니,털,끝,모근,사타구니,사장,처음,머리카락,인정,헛구역질,집,토,위생,홍보,블로그,글,도배,뭐합
길음,점,회덮밥,민어,비늘,몇개,사과,한마디,샐러드,진딧물,환불,요구,식전,샐러드,서비스,해당,사항,음식,네가지,민어,비늘,회덮밥,환불,여자,알바생,가게,공식,입장,며,상식,상식,음식,그따위,어처구니
터,지고,음식,몇몇,직원,메뉴판,반말,찍찍,서비스,최악
누락,알바,핑계,말,최악,서비스,최악,가성,비,경험,세상,신분,가시,보통,사람,정도,행복지수
기분,주말,저녁식사,자리,인생,최악,식사,시간,종업원,완전,불친절,주문,음식,온,테이블,먼저,주문,음식,주문,음식,더,주문,뭐,식당,인생,최악
회전,률,식당,처음,보고,갈비,맛,밑반찬,소스,전혀,고기,냄새,좀,게다가,된장찌개,진짜,최악,별,점도
작년,겨울,때,오늘,다시,완전,예약,도착,예약,누락,음식점,불구,기색,전혀,예약,명단,여기,사람,종업원,정신,테이블,달라,대답
일식집,왜,돼지,불고기,고기,사람,일부러,정말
어버이날,다음,날,발렛,점,음식,코스,회,외,별로,점,음식,그릇,금,그릇,관리,상태,엉망,점,김치,좀,더,달라,결제,때,안,주네,점,마지막,후식,압,요,종이컵,매실,차,한잔,훗훗,다른,그릇,벨,대답,직원,오기
코로나,소상,공인,종업원,개,의치
점심,정식,손바닥,알밥,배추김치,대가리,하나,차라리,주지,말
삿뽀로,창,동점,대표,이,글,보고,시정,해시,길,이,일식집,도봉구,대표,식당,은로,알,오후,번룸,예약,주말,스페셜,주문,메뉴판,죽,사시미,샐러드,모,사시미,바찌,스시,계절,요리,계절,튀김,절구,계절,특선,사후,식순,코스
어버이날,할머님,사촌,모시,방문,디너,정식,코스,일단,회,종류,그,뒤,초밥,가격,냉동,생선,말,식욕,저,스끼,다시,테이블,당,멍게,문어,타코,와사비,조금,코,모치,개
가족,생일,소량,것,밑반찬,사람,인분,정도,반찬,최악
어버이날,주차,때,진,음식,몇번,독촉,겨우,가격,대비,양도,맛,별루,서비스,분도,자기,하루,종일,밥,일,달라,뭐,곳,날,별로,저희,죽,새우,요리,등,가지,안,주심
사시미,정식,명의,공통,생각,만,돈,거구,돈,새삼,일,뜻,식사
기분,역시,진짜,최악,때,기분,무시,계산,더,설명,한번,오늘,데,정말
식사,문도,불친절,음식,맛,별로,마지막,음식,머리카락,정말,기분,음식,값,할인,커녕,음료수,발렛비,별하나
최악,샷뽀,창,동점,절대,가지,서비스,최악,뭐,봉사,료,왜,호텔
맛,보통,서비스,빵점,가격,대비,모든,딸아이,생일,기분,상하
점,개도,움,초밥,개,직원,밥알,물밥,숟가락,퍼먹,사진,두번째,밥,상태,원래,우리,초밥,라며,접시,다시,주신,세번,사진,요,정말,자리,밥알
가격,대비,것,밥,흐실흐실,오뎅,국,오뎅,맛,남,사람,이해,가격,음식,한마디,별로,임
전화,주문,준비,안,한참,동안,초밥,자체,별로
완전,비,추천,블로그,리뷰,광고,사진,정말
초밥,두번째,방문,초밥,참치,부위,개,쓰레기,것,줌,번,다시,안감
초밥,밥,뭉,지고,돈,서비스,우동,면발,무슨,밀가루,흐물흐물,걸,국물,하니,요리,분,몇번,평,고해,장사,분,정말,도대체,초밥,왜,왜
대뜸,은행,골,초밥,초밥,자부심,메뉴,등록,피자,은,초밥
점,점,가족,끼리,초밥,입맛,기분,잡,은행,젓가락,수저,퍼먹,젓가락,밥,밥,더,간장,찍,엄두,안나,전화
밥알,층,초밥,수저,경험,초,설탕,달,요리사,자격증,곳,욕,별반,개도,돈,통곡,내,입맛,겨
대박,밑,리뷰,보고,혹시,하규,제,네이버,리뷰,삭제,그냥,건설,코멘트,영수증,첨부,리뷰,어이,손님,싸움,대박,또,무슨,진상,손님,취급,네,네이버,리뷰,장사
배달,이건,뭐,일반,수,형태,케이크,주먹밥,처럼,뭉개져,배민,리뷰,배달,잘못,생각,것,대해,조치,안,취하,시,사과,한마디,처방,실망,것,대처,것,신경,것
사장,제,리뷰,제,리뷰,함,그대로,오늘,캡쳐,거,제,굳이,기분,기억,사진,리뷰,카카오,맵,네이버,리뷰,삭제,요청,거,변명,거짓말,다른,리뷰,진위,사장,가게,좀,더,보완
위생,빵,머리카락
스콘,원래,가요,배민,때,밀가루,맛,안나,왜
예전,배달,때,정말,자주,최근,직접,매장,방문,감자,빵,안,입,바로,환불,예전,모습,다른,빵,예전,맛,냉동,된거,해동,느낌,배달,주문,시기,인지,초심
리뷰,보고,걸,신건,빵,위생,상태,좀,신경,손님,왜,응대,냥,맛,위생,상태,직원
진짜,수가,마스크,제대로,갈수록,가관,요,말,만하,고객,거의,싸움
뭐,문의,진상,취급,빵,날,벌레,바닐라,라떼,곳,처음,가관,요
빵,게다가,날,파리,비위생적,이기,망고,빙수,맛,빵,장갑,끼,마스크,끼,위생,관념
옛날,빵,커피,애용,단골,날이갈수록,정말,실망,가게,층,화장실,변기,냄새,하수,냄새,냄새,벌레,정말,가게,정도,시국,장갑,끼,빵,맨손,모습,점,비위,직원,사장
바닐라,라떼,무조건,바닐라,라떼,향,바닐라,떼,맛,돈,추가,돈,추가,진짜,향,이,그냥,달달,돈,더,라떼,기분,사과,안함,뭐
꿀,소담,오픈,때,사람,오픈,초기,동네,분위기,카페,빵,수,자주,시간,손님,배달,서비스,매장,빵,리뷰,내용,날,파리,방치,경우,늘,무엇,사장,오픈,때,거,적,마다,인사
뉴발,로나,초코,시리즈,주문,초코,뺑,쇼콜라,잘못,배송,전화번호,공개,안,해,통화,환불,교환,중,선택,하라,환불,선택,입금,안,어제,주문,오늘,주문,해,쪽,빵,잘못,때문,입금,계좌
최악,진짜,빵,맛
동네,이,곳,자주,빵,위,벌레,그대로,방치,비위생적,위,팥빙수,알바생,인절미,떡,안,다른,걸,더
분위기,움
사과,공지,안,주문,취소,띡하,계속
진짜,별로
지금,곳,인상,어제,빙수,이후,가기,양심,유분수,딸기,빙수,얼음,위,시중,딸기,시럽,조금,뿌리,위,완전,냉동,딸기,좀,지금,이미지,방,기분,요,성의
수제,유자청,곰팡이,수,사실,주의
알바생,알,사람,취급,곳,한밤중,기신,신일,고,낼,전날,얼굴,밤,전화,통보,갑자기,해고,급여,달뒤,일,때,항상,일찍,출근,일,추가,근무,새벽,두시,때,이유,해고,사람
소고기,양념
숯불,일부,것,고기,진짜,별로,임
청담,점,처음,때,이용,도봉,점,이용,완전,우선,숯불,화,처음,불,때,말,숯,추가,무시,함,계속,환풍기,숯빨,불씨,고기,직원,보고,고기,처음,때,본점,완전,틀림,블로그,리뷰,등,사진
열시,오픈,거짓말
현금,결제,네이버,리뷰,여기,생각,어이,엄마,뻘,더,사장,기도,바로,뒤,저런,소리,물컵,보관,고,코로나,어쩌,단무지,단무지,사람,둘,적자,사람,둘
저,리뷰,기분,좀,맛,사람,테이블,이야기,정돈,수,거,갑자기,막,버럭,화,머리,말,뭐,추가,주문,려고,답안,지금,안,신가,왜,말
일,아줌마,불친절,자연,느낌,전혀,안남,모래,바닥,콘크리트,바닥,에어컨,선풍기,온갖,먼지,가득,청소,영업,결론,안감
사장,마음대로,영업,시간,때문,세,번,전화,감,번,맛,보지,못,볼,수,유니콘,식당
사장,감안,집
불친절
사실,친절,무게,편,번동,창동,주택가,그것,층,매장,이,가격,이,밸류,납득,커피,케잌,소감
카페,사장,마인드,최악,지난,토요일,남자친구,둘,방문,제,때,손님,세분,제,온,이후,손님,계속,꽤,카페,모두,만석,제,땐,세,분,둘,인석,만석,걸,보고,저희,손님,다른,또,카페,입장,손님,더,수,나름
도봉구,맛,카페,검색,커피,맛,케익,맛,자주,때,사람,워낙,일부러,휴일,점심,인석,자리,잡고,주문,일행,인석,부탁,워낙,이,카페,인스타,네이버,블로그,사장,글,예전,늘,안내
짬뽕,비,린네,차라리,짜장,더,뽕,전문점
개업,때,짬봉,맛집,근래,짬봉,야채,양파,전부,짬봉,그릇,문어,거,볼품,식,별로,짬봉,그릇,바,기존,그릇,사장,야채,왜케,국물,신경,단가,라며,말,짬봉,면,삭,야채,좌우,고,생
오픈,초기,짬뽕,탕수육,맛,입맛,아래,글,다시,생각
아이스,아메리카노,주차,분위기,조명도,층,콘센트,밖,담배,냄새,안,화장실,물,비누
주차공간,층,혼자,공부,수,공간,직원,남자,화장실,문,도,체,언제,이면,화장실,구조도,사람,눈,소변,그,기분
별로
가족,저녁,카이센동,맘,나중,지인,점심,우리,동네,준,게,나름,거,대접,카카오,맵,연,지인,가게,앞,먼저,도착,해,말,시작,며,표정,제,카카오,맵,뭐,가게,사장
상한,맛,신기,방기
재료,그냥,돈,제대로,파스타,집,가세
아침,파스타,잔뜩,매장,식탁,위,선풍기
비위생적,자꾸,배추,길,바닥,때,움
숟가락,양념장,앞,접시,뭐,달라,좀,쥐,달라
지금,가격,더비,음식,분식점,냉면,수준,음식,별로,위생,별로,분위기,보통,가격,별로,최상,우수,중상,보통,별로,최악
물냉면,다대기,고추,가루,깨,흐름,계속,방해
건물,집,고기,왜,적,어번,면,좀,눈치,개줌,직원,왜,주차,차
안,어제,만두,육개장,출시,문자,육개장,배달,물냉면,배달,만두,육개장,거,누가,슈퍼,육개장,바로,맛,만두,김치,만두,이도,도,맛,물냉면,원래,별로,장사,집,통화,주문,안함
냉면,사람,정신,사람
진심,노맛,건물,맛,햇,면,서비스,더,배달,비도,초심,가게,지속,법
배달,카드,결제,시,추가,요금,달라,거기,현금,영수증,발급,해달,왜
배달,시킴,카드,왜
맛,별로
써비스,태도,말투
맛,머리카락,설렁탕,스프,맛,안나,주차장,다별루임
론데
주문,메모,몇번,음식,아주,비,추천
종업원,손님,에소,오지,소리,고래고래,여,주차,식,우리,뭐,어케,주차,어이,상실,요,고객,사랑,어쪄구,프,랜카드,에지,어이
하나,주기,서비스,달,한번,합동,조회,창동,설,주차장,차,곳,점심,예약,식사,주차,맘,종업원,말,담
자주,식당,직원,밥,차,빼,소리,불친철,드
설렁탕,정식,날개,벌,다시,어차피,통,거,사진,엇음,이건,어디,신고
별로,임,양도,실망
창동,맛집,역시,식당,맛,전부,직원,친절,교육,위생,겉모습,물통,컵,직원,별로
최악,요,녕,이어팟,꼽,싸가지,틱틱,손님,대하,여자
일부러,싸가지,인성,덜,종업원,의심,정도,얼,이,최악,가게,시장,칼국수,맛,주제,곳,기름값,데,가세,시간,휘발유
그냥,최악
맛집,맛,가족,방문,맛집,웨이,팅,예상,밖,웨이,팅,메뉴,결정,카운터,분,주문,테이블,번호,확인,한참,주문,간,아줌마,왜,문안,자기,주문
최악,음식,주문,생각,주문,분,주문,누락,생각,한참,음식,다시,또,누락,주인,아주머니,바
해물,칼국슈,감칠맛,안나,비힌내,예전,때,맛
태풍,링링,날,토욜,칼국수,인분,팥,칼국수,인분,팥,칼국수,인분,포장,해감,카드,확인,나,장사,컴,플레인,면,사감,원래,팥,칼국수
쓴소리,개선,한자,보리밥,서비스,고추장,해물찜,역시,조개류,물이,도저히,먹기,마지막,주문,자체,이행,집,기분,엄마,새알,팥죽,하나,포장,어보,밥,팥죽,허걱,실망,다시
정말,최악,맛,서비스,불친절,여성,최악
매우,맛,예전,더,최악,건,서비스,선택
해물찜,기준,맛,옛날,전,정말,재료,감칠맛,해물찜,이제,냉동,해산물,볼일,집,맛,전,자주,걸,이제,그,옛날,맛,옛날,최고,집,해물찜
어제,저녁,맛,보통,가격,창렬함,아구찜,아구,콩나물,가득,부모님,모시,완전,실망,가득,바지락,칼국수,해감,모래,국수,면발,밀가루,냄새,직원,얘기,미리,얘기,얘기,획,부모님,그냥,뻔,단골
마음,전혀,안듭,저희,가족,대부분,식중독,증상,보이,사람,음식,관리,그따위,하나요,바지락,칼국수,바지락,해감,채,아귀찜,포장,집,또,이후,증상,보이,오한,고열,위,장,모두,값
우리,동네,번,한번,균,적도,지금,궁금,만두,돌,이빨,분,처리,궁금,돈,버셨,서비스,좀,더,신경,청결,불친절,개선
친구,번,처음,때,집,알,탕수육,깐풍기,고기,퍼센트,정도,나머지,튀김,옷,주인,이야기,사과,추가,서비스,메뉴,저,다음,또,그때,고,사장,지난,금요일,다시,방문,때
가게,기전,맛,왜,인테리어,비용,음식
배,집임,내,여기,최근,소리,막,나,기,장사,거,멀더,삼양동,화미,안
왜,난,별로,입맛,잘못,그냥,아래,아이러니,점수,맛집,짜장,짬뽕,봄
예전,작,때,지금,사장,함,가격,짐
작년,땐
